dataset_base,algorithm,rho,num_clients,complete_before,queued_runs,existing_acc_csvs
FashionMNIST,FedBN,0.8,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.8/NC_50/date_20260606/time_012833/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedBN/GM_VGG8/splitgp_rho0.8/NC_50/date_20260611/time_002947/acc.csv
FashionMNIST,FedCross,0.0,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.0/NC_50/date_20260606/time_013129/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.0/NC_50/date_20260611/time_005610/acc.csv
FashionMNIST,FedCross,0.2,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.2/NC_50/date_20260606/time_013348/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.2/NC_50/date_20260611/time_013707/acc.csv
FashionMNIST,FedCross,0.4,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.4/NC_50/date_20260606/time_015830/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.4/NC_50/date_20260611/time_021642/acc.csv
FashionMNIST,FedCross,0.6,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.6/NC_50/date_20260606/time_023028/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.6/NC_50/date_20260611/time_025906/acc.csv
FashionMNIST,FedCross,0.8,50,2,1,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.8/NC_50/date_20260606/time_024910/acc.csv;/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedCross/GM_VGG8/splitgp_rho0.8/NC_50/date_20260611/time_033944/acc.csv
FashionMNIST,pFedMe,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/pFedMe/GM_VGG8/splitgp_rho0.0/NC_50/date_20260606/time_025113/acc.csv
FashionMNIST,pFedMe,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/pFedMe/GM_VGG8/splitgp_rho0.2/NC_50/date_20260606/time_031257/acc.csv
FashionMNIST,pFedMe,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/pFedMe/GM_VGG8/splitgp_rho0.4/NC_50/date_20260606/time_034529/acc.csv
FashionMNIST,pFedMe,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/pFedMe/GM_VGG8/splitgp_rho0.6/NC_50/date_20260606/time_040732/acc.csv
FashionMNIST,pFedMe,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/pFedMe/GM_VGG8/splitgp_rho0.8/NC_50/date_20260606/time_101256/acc.csv
FashionMNIST,FedProx,0.0,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedProx/GM_VGG8/splitgp_rho0.0/NC_50/date_20260606/time_103952/acc.csv
FashionMNIST,FedProx,0.2,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedProx/GM_VGG8/splitgp_rho0.2/NC_50/date_20260606/time_111913/acc.csv
FashionMNIST,FedProx,0.4,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedProx/GM_VGG8/splitgp_rho0.4/NC_50/date_20260606/time_114442/acc.csv
FashionMNIST,FedProx,0.6,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedProx/GM_VGG8/splitgp_rho0.6/NC_50/date_20260606/time_125314/acc.csv
FashionMNIST,FedProx,0.8,50,1,2,/ds1home/aislab/Min/FedCD/FedCD-Baseline/logs/FashionMNIST/FedProx/GM_VGG8/splitgp_rho0.8/NC_50/date_20260606/time_133010/acc.csv
